TOKEN	L1	L2
ufakazi	0	0
abe	0	0
senkantolo	0	0
ngalo.	0	0

Izindleko	0	0
angazichaza	1	0
ngokwanelisayo,	0	1
zokuza	0	0
enkantolo,	1	0
kanye	0	0
nezindleko	1	0
zokuthenga	0	0
ukudla	0	0
asuke	0	0
angene	0	0
kuzo	0	0
ufakazi	0	0
ngenxa	0	0
yokuza	0	0
enkantolo.	1	0

Alikho	0	0
icala	0	0
noma	0	0
izindleko	1	0
eziyothweswa	0	0
uHulumeni,	0	1
ngenxa	0	0
yokulimala	1	0
kwempahla	0	0
yabavakashele	1	0
ihlathi	0	0
likaHulumeni.	0	0

Kulandela	0	0
imisebenzi	0	0
eyenziwa	0	0
nguHulumeni	1	0
noma	0	0
eyenziwa	0	0
egameni	0	1
likaHulumeni,	1	0
noma	0	0
ngenxa	0	0
yanoma	0	0
ngabe	0	0
iyiphi	0	0
imbangela.	1	0

Ngaphandle	0	0
uma	0	0
lokho	0	0
kulimala	1	0
kudalwe	0	0
ubudedengu	0	1
babasebenzi	1	0
bakaHulumeni,	0	0
lapho	0	0
benza	0	0
umsebenzi	1	0
wabo	0	0
wangemihla	0	0
ngemihla.	0	0

Inhlangano	0	1
yesikhashana	0	0
iyohlala	0	0
isebenza,	1	0
kuze	0	0
kuphele	0	0
isikhathi	1	0
esinqunyiwe	0	0
kuyona,	0	0
kodwa	0	0
esingeze	0	0
sadlula	0	0
izinyanga	0	0
eziyisithupha.	1	0

Inhlangano	0	0
ethile	0	0
iphokophelela	1	0
ukufinyelela	0	0
emiphakathini	1	1
yasezindaweni	0	0
zasemakhaya,	0	0
engazi	0	0
uku﻿thi	0	0
le	0	0
nqolobane	0	0
eyokwenzani	0	0
njengalokhu.	1	0

Nayo	0	0
inamalungelo	1	0
okuthola	0	0
ulwazi.	0	1

Kunesigungu	0	1
somhlaba	1	1
esinquma	0	0
umhlahlandlela	1	0
nenqubo	1	0
okumele	0	0
ilandelwe,	0	0
cishe	0	0
yizo	0	0
zonke	0	0
izigungu	1	0
zamagama	0	0
ezindawo	0	0
emhlabeni	0	0
jikelele.	0	0

Esikhathini	0	0
eside	0	0
abaqashwa	1	1
kanye	0	0
nabameleli	0	1
bomphakathi,	1	1
kumele	0	0
bakwazi	0	0
ukukhuluma	1	0
ezinye	0	0
noma	0	0
ezingi	0	0
zezilimi	0	0
ezisemthethweni.	0	0

Ukuze	0	0
bakwazi	0	0
ukwethula	1	1
izinsiza	0	0
ngempumelelo	1	0
nangokufanele.	0	0

Umnikazi	0	0
womhlaba	1	0
wazisa	0	0
uMphathiswa	0	1
ukuthi	0	0
umhlaba	1	0
uzolinywa	0	0
noma	0	0
uzothuthukiswa	1	0
ngemuva	0	0
kosuku.	0	0

UMphathiswa	0	1
aqale	0	0
ngalo	0	0
ukuchezulela	1	0
amanzi	0	0
emvula	0	0
kuwo,	0	0
uMphathiswa	1	1
angaqhubeka	0	0
nalokhu	0	0
kukhipha	1	0
amanzi	0	0
ngendlela	0	0
angayibona	0	0
inomqondo.	1	0

Ukuze	0	0
anciphise	0	0
umonakalo	0	0
ongadalwa	1	0
amanzi	0	1
emvula	1	1
ngokuvumelana	0	0
nomnikazi,	0	0
futhi	0	0
ngezindleko	1	0
zakhe.	0	0

Umnikazi	0	1
akayukufuna	1	0
lutho	0	0
kuMphathiswa	0	0
mayelana	1	0
nalokhu.	0	0

Hheyi,	0	0
unginqumele	1	1
ugwayi	0	1
katiki	0	1
wathi	0	0
nakanjani	0	0
angize	1	0
kuye	0	0
ngokukhulu	0	0
ukushesha	1	0
lokhu.	0	0

Inhlangano	1	1
ethile	0	0
yeseka	0	0
ukuhlinzekwa	1	0
kokuxhumana	0	0
kwentuthuko.	0	0

Lokhu	0	0
kwelula	0	0
izakhiwo	1	0
zokwazisa	0	0
zikahulumeni,	0	0
ngokusebenzisa	1	1
ukubambisana	0	1
nohulumeni	1	0
bezifundazwe	0	0
kanye	0	0
nabasekhaya.	0	0

Qhelisa	0	0
izingubo	0	0
nezinwele	1	0
ezinde	0	1
ezithweni	1	0
ezinyakazayo.	0	0

Lapho	0	0
indlela	0	0
yokungena	0	0
noma	0	0
ukuphuma	0	0
emgwaqweni	1	0
wesifundazwe	0	0
isebenzela	0	0
indawo	1	0
eyodwa,	0	0
umnikazi	1	1
kumele	0	0
ayigcine	0	0
esimeni	0	0
esihle.	0	0

Iphakathi	0	0
nonqenqema	1	0
lomgwaqo	0	0
nomngcele	1	0
wendawo	0	0
yomgwaqo,	0	0
ngendlela	1	0
eyanelisa	0	0
uMphathiswa.	0	1

Ngezindleko	0	1
zomnikazi	0	1
wendawo,	0	0
kanti	0	0
uMphathiswa	1	0
nesithunywa,	0	0
noma	0	0
umsebenzi	1	0
wesiFundazwe	0	0
abayikuphendula	1	0
ngokulahlekelwa.	0	0

Noma	0	0
ukonakalelwa	1	0
kwanoma	0	1
ngubani,	0	1
ngenxa	0	0
yanoma	0	0
yikuphi	0	0
ukwenza,	1	0
noma	0	0
ukuphutha	1	0
komnikazi	0	0
wendawo	0	0
ngaphansi	0	0
kwalesi	0	0
sigatshana.	0	0

Shayela	1	0
ucingo	1	0
leyo	0	1
nkantolo	1	0
yesondlo.	0	0

Uqinisekise	1	0
ukuthi	0	0
yini	0	0
okudingeka	1	0
ukuthi	0	0
uze	0	0
nayo	0	0
ukuze	0	0
ufake	0	0
isicelo	1	0
semali	0	0
Yesondlo.	0	1

Xoxa	0	0
ngemibuzo	0	0
elandelayo	1	0
ethathelwe	0	0
odabeni	0	0
olufingqiwe,	1	0
nolwazi	0	0
olutholwe	0	0
ezahlukweni	1	0
zalo	0	0
Mthetho.	0	1

Lokhu	0	0
akwenziwe	1	0
ngamaqoqo,	0	1
bese	0	0
nizama	0	0
ukuphendula	1	0
imibuzo	0	0
elandelayo.	1	0

Inani	0	1
lentela	0	0
yendawo	1	0
ohlelweni	1	0
lwendawo	0	0
lapho	0	0
kwakhiwe	1	0
khona	0	0
ngokuhlanganyela	1	0
egcekeni	0	0
elolodwa.	0	0

Kufanele	0	0
liklanywe	0	1
ngokwehluka	0	1
kuye	0	0
ngobungako	1	0
baleyo	0	0
naleyo	0	0
ndawo	0	0
okufanele,	1	0
ikhokhelwe	0	0
kulolu	0	0
hlelo,	0	0
hhayi	0	0
ukuthi	0	0
kuklanywe	1	0
inani	0	0
elilodwa	0	0
elihlanganisa	0	0
indawo	0	0
yonkana.	0	0

Vama	0	0
ukuhambisa	0	0
umntwana	1	0
wakho	0	0
ekliniki	0	1
yabantwana	1	1
ukuze	0	0
athole	0	0
ukuxilongwa	1	0
okwejwayelekile	0	0
nemigomo	0	0
edingekayo.	0	0

Umbiko	1	1
abanikezwe	1	0
wona	0	0
kanye	0	0
nayo	0	0
yonke	0	0
imibono	1	0
yomphakathi	0	0
iyoba	0	0
yingxenye	1	0
yalombiko.	0	0

Lo	0	0
mqulu	1	0
uchaza	0	0
inqubomgomo	1	0
kaMasipala	0	1
waseThekwini	0	1
kanti	0	0
kufanele	0	0
ufundwe	0	0
nomqulu	0	0
othile.	1	0

Kumelwe	0	0
kuqinisekiswe	1	0
ukuthi	0	0
uMkhandlu	0	1
wenza	0	0
umsebenzi	1	0
wawo,	0	0
futhi	0	0
ufeza	0	0
izinjongo	1	0
zawo	0	0
ngokwalo	0	0
Mthetho.	0	0

Ulandela	1	0
noma	0	0
ikuphi	0	0
okushiwo	1	0
yilo	0	1
Mthetho.	0	1

Kuqinisekwe	0	0
ukuthi	0	0
imali	1	0
eyabelwe	0	0
uMkhandlu,	0	0
yenziwe	0	0
ngendlela	0	0
enqunyiwe	1	1
nokuthi	0	0
uMkhandlu	0	0
awugudluki	1	1
kuleso	0	0
sabelo.	0	0

Siyalubonga	0	0
uxhaso	1	1
lwenu	0	1
ngokuthi	0	0
nenze	1	0
lolu	0	0
suku	0	0
lube	0	0
yimpumelelo.	1	0

Nibuyise	0	0
ithemba	0	0
ezimpilweni	1	0
zalaba	0	0
bantwana,	1	1
ikakhulukazi	1	0
ngalesi	0	0
sikhathi	0	0
sonyaka,	0	0
kusho	0	0
uNdlunkulu	0	1
uMantfombi.	0	0

Kuyaqhutshekwa	0	0
nokwahlulela	1	0
udaba	0	0
lwesicelo,	1	0
kanye	0	0
nokuthatha	0	0
isinqumo	1	0
maqondana	0	1
nesicelo	0	0
sokukhosela.	0	0

Siza	0	0
ufunde	0	0
umbuzo	1	0
ngokucophelela,	0	0
bese	0	0
uqhwisha	1	1
ibhulokwe	0	0
likayebo	0	0
noma	0	0
cha	0	0
ekuboniseni	1	0
ukuthi	0	0
ufuna	0	0
loko	0	0
kulahlekelwa	0	0
kubekelwe	0	0
eceleni	0	0
yini	0	0
noma	0	0
cha.	0	0

Kungalesi	0	0
sizathu	0	0
esenze	0	0
ukuthi	0	0
uHulumeni	1	0
ahlongoze	0	0
izinhlaka	0	0
zomthetho	1	0
zokusebenzisana,	0	0
ezifanele	0	0
ukugqugquzela	0	0
amaxhama	1	1
aqinile	0	1
okusebenzisana.	0	0

Phakathi	0	0
kwamakhosi	1	1
kanye	0	0
neminye	0	0
imikhakha	1	0
yokuphatha	1	0
kaHulumeni.	0	0

Lokhu	0	0
kusho	0	0
ukuthi	0	0
umzimba	1	1
wakho	0	1
awube	0	0
usakwazi	0	0
ukuzivikela	1	0
kahle	0	0
ezifweni,	0	0
ngendlela	0	0
obuvame	0	0
ukwenza	1	0
ngayo	0	0
ngaphambili.	0	0

Umkhandlu	0	1
uyinhlangano	1	0
yokweluleka	0	0
nokubonisana	1	0
emele	0	0
uMbutho	0	0
wamaRizevu,	0	0
ukuze	0	0
iwusize	0	0
uhlale	0	0
usesimeni	1	0
esifanele.	0	0

Uyingxenye	1	0
yoMbutho	0	1
wezokuVikela.	1	1

Kufuneka	1	0
uthintwe	0	0
nganoma	0	0
yimuphi	0	0
uMthetho	1	0
nokuphatha	0	1
okuthinta	1	0
uMbutho	0	0
wamaRizevu.	0	0

Inhloso	0	0
yalolu	0	0
phiko	0	1
ngukugqugquzela	1	0
ukwemukeleka	0	0
kwemikhiqizo	1	0
nemisebenzi	0	0
yabezohwebo,	0	0
yizakhamuzi	0	0
ezibambe	0	0
iqhaza	1	0
emnothweni	0	0
ngokwakha	0	0
isithombe.	0	0

Ngokuhlobisa	1	0
nokufakelela	0	0
le	0	1
mikhiqizo.	1	1

Ngaleyo	0	0
ndlela	0	0
kubekeke	0	0
eyabezohwebo	0	1
emqondweni	1	0
wezakhamuzi	0	1
ezibambe	0	0
iqhaza	1	0
emnothweni,	0	0
njengomlingani	0	1
wazo	0	0
emnothweni.	1	0

Ubuphukuphuku	0	0
obuphindiwe	1	0
lobu	0	0
uma	0	0
ucabanga	1	0
ukuthi	0	0
uShaka	0	1
wayesiphethe	1	0
kahle	0	0
kanjani.	0	0

Umuntu	0	1
oqhamuka	1	0
endaweni	0	1
yalesi	0	1
sifo,	0	1
ongakugomele	0	0
lokho	0	0
angenqatshelwa	1	0
ukungena	0	0
ezweni.	0	0

Angagcinwa	0	0
ngaphansi	0	0
kokuhlolwa	0	0
isikhathi,	1	0
okungenani	0	1
esiyizinsuku	0	0
eziyisithupha	1	0
ngazo	0	0
ukunyakaza	0	0
kwakhe	0	0
kungaba	0	0
nezithiyo.	1	0

Ukuhlolwa	0	1
akuzuthathwa	1	0
njengokufihla	1	0
amagama	0	0
abantu.	1	0

Kunjalo	0	0
uma	0	0
kunethuba	1	0
lokuthi	0	0
kuqageleke	0	0
isimo	1	1
somuntu	0	1
sokuba	0	0
negciwane	0	0
lesandulela	1	0
sengculazi,	0	0
ngokubuya	0	0
kwemiphumela.	0	0

AbaseNingizimu	0	1
Afrika	0	1
abazeka	1	0
ngokuba	0	0
namakhono	0	0
ayingqalizivele	0	1
kanye	0	0
namasu	1	0
okwenza	0	0
emkhakheni	1	0
wemikhuba	0	0
kanye	0	0
nolwazi	0	0
lwamasiko	0	0
/lwendabuko.	0	0

Bazakumenyelwa	0	0
enhlanganweni	1	0
yezokusakaza	0	0
yakuleli,	0	0
bese	0	0
banikezwa	1	0
ithuba	0	0
lokutshela	0	0
umphakathi	1	1
wonke	0	0
ngalolu	0	0
lwazi.	1	0

Isigaba	0	1
seshumi	1	0
nanye	0	0
sifundeka	1	0
kanjena.	0	0

engagunyaza	0	0
inkosi,	0	1
noma	0	0
induna	1	1
yomuntu	0	0
omnyama	0	1
owaziwa	0	0
noma	0	0
oqokwe	1	0
ngaphansi	0	0
kwesigatshana.	0	0

Noma	0	0
wesigaba	0	0
sesibili,	0	0
ukuba	0	0
alalele	0	0
futhi	0	0
anqume	1	0
ngecala	0	0
lombango	0	0
oqubuke	1	0
ngenxa	0	0
yomthetho	0	0
wabantu	0	1
abamnyama	0	0
nendabuko.	1	0

Owethulwe	0	0
kuye	0	0
ngabantu	1	1
abamnyama	1	1
bebodwa	0	1
abakhele	0	0
indawo	1	0
ayilawulayo.	0	0

Ngesicelo	0	0
sanoma	0	0
iyiphi	0	0
inkosi,	1	1
noma	0	0
induna	1	1
enikwe	0	0
amandla	0	0
okulawula	0	0
ngaphansi	1	0
kwendima.	0	0

Uyogunyaza	1	0
iphini	0	1
laleyo	0	0
nkosi,	0	0
ukulalela	0	0
nokunquma	1	0
ngodaba	0	0
lombango	1	0
oqubuke	0	0
ngenxa	0	0
yomthetho	0	0
wabantu	0	0
abamnyama	0	0
wendabuko.	1	0

Othulwe	0	0
ngaphambi	1	0
kwakhe	0	0
ngabantu	0	1
abamnyama	1	1
abakhele	0	0
leyo	0	0
ndawo	1	0
yenkosi.	0	0

INQOBO,	1	0
uma	0	0
iNkosi	0	1
emnyama,	0	1
induna	0	0
noma	0	0
iphini	0	0
layo,	0	0
bengeke	0	0
banikwe	1	0
amandla	0	0
okunquma	1	0
udaba	0	0
oluthinta	0	0
ukubeka	0	0
eceleni,	0	0
ukwehlukanisa.	1	0

Noma	0	0
okunye	0	0
okuqondene	0	0
nokwehlukanisa	1	1
umshado,	0	1
ngokusebenzisa	1	0
lesi	0	0
sigaba	0	0
noma	0	0
omunye	0	0
umthetho.	1	0

Tshela	0	0
iqembu	1	1
ukuthi	0	0
lomsebenzi	1	0
ongenhla	0	0
kumele	0	0
ubanike	0	0
umqondo	1	0
wokuthi	0	0
umhlangano	1	0
ubuhlelwe	0	0
kahle	0	0
kangakanani.	0	0

Futhi	0	0
manje	0	0
sebezobuka	1	0
ukuthi	0	0
izinto	1	0
kumele	0	0
zenziwe	0	0
kanjani,	0	1
ukuze	0	0
umhlangano	1	0
ube	0	0
nempumelelo.	0	0

Ukugxamalazela	1	0
ekuqhubekeni	0	0
kwezinkantolo	1	0
zamazwe	0	0
ukukutholela	0	0
ummeli,	0	1
noma	0	0
ukunikeza	0	0
izeluleko	0	0
kwezomthetho	0	0
ukukucelela	1	0
ukuba	0	0
ukhululwe.	0	0

Noma	0	0
ibheyili,	0	0
ukuya	0	0
ezindaweni	1	0
noma	0	0
amajele	0	0
ayingozi,	0	0
ukuphenya	1	0
icala	0	0
ukukutholela	0	0
ukuba	0	0
uhlale	0	1
kangcono	0	1
ejele	0	0
kunabanye	0	0
abantu.	1	0

Ngaphandle	0	0
uma	0	0
ngabe	0	0
imithetho	1	0
yomhlabuhlangene	1	0
yokugcinwa	0	0
kweziboshwa	0	1
ingalandelwa.	0	0

Asikho	0	0
isidingo	0	0
sokuthi	0	0
baqashe	1	1
laba	0	1
bantu,	0	1
kulaba	0	0
bafundi	0	0
abangasebenzi	1	0
ngemuva	0	0
kwezinhlaka	0	0
zemifundaze.	1	0

Ngokubheka	0	0
nokuhlela	1	0
kabusha	0	0
izingqalasizinda	1	0
zePosi.	1	1

Ngokususa	0	0
amanye	0	0
amaposi,	0	0
ezindaweni	0	0
ezinamaposi	1	0
amaningi	0	1
athuthelwe	0	0
ezindaweni	1	0
ezingenawo	0	0
amaposi	0	0
ngokwanele	0	0
noma	0	0
aqelelene.	0	0

Lokhu	0	0
kuHlanganyela	1	0
Okusha	0	0
kweNtuthuko	0	0
yeAfrika,	0	0
kuyisithembiso	1	0
esenziwa	0	0
ngabaholi	0	1
baseAfrika,	0	1
esisuselwa	1	0
embonweni	1	0
wabo	0	0
bonke.	0	0

Lokhu	0	0
kufaka	0	0
inkolelo	0	1
egxilile	1	1
yabo	0	0
bonke,	0	0
yokuthi	0	0
banomsebenzi	1	0
wokuqeda	0	0
ubumpofu	1	0
nokubeka	0	0
amazwe	0	0
abo.	0	0

Lokhu	0	0
kusho	0	0
ngalinye	0	0
noma	0	0
ewonke	0	0
ngokuhlanganyela,	1	0
endleleni	0	1
yokukhula	0	1
nentuthuko	0	0
nokubamba	0	0
iqhaza	1	0
kwezomnotho	0	0
emhlabeni	1	0
nasebandleni	0	0
lezombuswazwe.	0	0

Abaxhasi	0	1
abaningi	0	1
esikhathini	1	0
sanamuhla,	0	0
bagqugquzela	0	0
ukuba	0	0
izinhlangano	1	0
ezithile,	0	0
zinabise	0	0
isidleke	0	0
noma	0	0
imithombo	1	0
yosizo.	0	0

Ukuphonsa	1	1
inselelo	0	1
yokuqoqa	1	0
imali	0	0
elingana	0	0
nefakwe	1	0
wumxhasi.	0	0

Lokhu	0	0
zingakwenza	1	0
ngokufuna	0	0
ukwesekwa	0	1
kweminye	0	0
imithombo	1	0
nokukhulisa	0	0
umthamo	1	0
woxhaso.	0	0

Noma	0	0
yisiphi	0	0
isicelo	1	0
esenziwe	0	0
noma	0	0
esimayelana	1	0
nomuntu	0	0
ocetshwa	1	0
esigabeni	0	0
esingaphansi,	0	0
kufanele	0	0
siqondiswe,	0	0
sifakwe	0	0
kuMgcinisihlalo	0	1
weBhodi.	0	1

Noma	0	0
yisiphi	0	0
isicelo	0	0
esenziwe	0	0
ngumuntu	1	0
noma	0	0
mayelana	1	0
nomuntu	0	1
ocetshwa	0	1
esigabeni	0	0
esingaphansi,	1	0
kufanele	0	0
siqondiswe	0	0
kuMgcinisihlalo	0	0
weBhodi.	0	0

Futhi	0	0
masifakwe	0	0
nakumphathisikhundla	1	1
owengamele	1	0
iviyo	0	0
umuntu	0	0
othintekayo	1	0
asebenza	0	0
kulo.	0	0

Wawuke	0	0
wamfikela	0	0
umcabango	1	0
wokuthi	0	0
uZongile	0	1
amqhathe	1	0
nohlanya	0	0
olunguPamela.	1	0

Isisebenzi	0	0
kumele	0	0
sithembeke	1	0
kuRiphabliki,	0	1
sihloniphe	0	0
uMthethosisekelo,	1	1
sigcine	0	0
noma	0	0
samukele	0	0
imisebenzi	1	0
esinikezwa	0	0
yona	0	0
yonke	0	0
imihla	1	1
yonke.	0	1

Wamqala	0	0
ngokumjikijela	1	0
ngesiqwayi	0	1
esashaya	0	0
ngechopho	1	1
esweni	0	0
lapetuka.	1	0

Izimvo	0	1
nemibono	0	0
yomunye	1	0
umuntu	0	0
mayelana	0	0
nesipho,	0	0
indebe,	0	0
umklomelo	1	0
onikwe	0	0
lowo	0	0
muntu	0	0
lapho	0	0
kuvela	0	0
khona	0	0
izimvo,	0	0
noma	0	0
imibono	0	0
yomunye	0	0
umuntu.	1	0

Igama	0	0
lalowo	0	1
muntu	1	1
lapho	0	0
livela	0	0
khona,	0	0
nolwazi	1	0
lwakhe	0	0
noluphathelene	1	0
naye	0	0
lowo	0	0
muntu.	0	0

Lapho	0	0
ukudalulwa	0	0
kwegama	0	0
kuzoveza	1	0
obala	0	1
ulwazi	0	0
ngomuntu	1	0
osekuphele	0	0
iminyaka	0	0
engaphezulu	1	0
kwamashumi	0	0
amabili	0	0
ashona.	0	0

Ngenyanga	0	0
edlule	0	0
uNdasa,	0	1
sihambe	0	0
isifundazwe	1	0
sonke	0	0
sichazela	0	0
umphakathi	1	0
ukuthi	0	0
zidingo	0	0
zini	0	0
uMnyango	0	0
ozozithenga	0	0
kumifelandawonye.	0	0

Umphakathi	1	0
wenze	0	1
njani	1	1
uma	0	0
ubona	0	0
kukhangiswe	1	0
amathenda.	0	0

Uma	0	0
isitifiketi	0	0
siphelelwa	0	0
yisikhathi	0	0
ngenxa	0	0
yebhanoyi	1	0
elitholwa	0	0
nephutha	1	1
elikhulu	0	1
ngemuva	0	0
kwengozi,	1	0
siyomiswa.	0	0

Noma	0	0
isigameko	0	0
esiphazamisa	1	0
ukulungiseka	0	0
koMkhiqizo	0	1
okleliswe	0	0
eSigabeni	0	0
sokuqala,	1	0
isitifiketi	0	0
sokukhululwa	1	0
kwendiza.	0	0

Zonke	0	0
izimboni	0	1
zokuhluza	1	0
amafutha	0	0
ezimoto	0	0
zaseNingizimu	1	0
Afrika,	0	0
sezitshale	0	0
imali	0	0
noma	0	0
zitshala	0	0
imali	0	0
ukwengezelela	0	0
izinto	0	0
zokusebenza.	0	0

Noma	0	0
ubuchwepheshe	0	0
obuphambili	1	0
ukuze	0	0
zikwazi	0	0
ukukhiqiza	1	0
izithako	0	0
zegesi	0	0
ngobuningi.	1	1

Isikhungo	0	1
sichitha	0	0
isicelo	1	0
sokufaka	0	0
amathuluzi	0	0
okuhweba,	0	0
njengengxenye	1	0
yohlu	0	0
olungaphansi	0	0
kwezigaba	0	0
ezithile	0	0
noma	0	0
esigatshaneni	1	0
sokuqala.	0	0

Sesula	0	0
ohlwini	0	0
amathuluzi	1	0
noma	0	0
simisa	0	0
ukuthengisa	0	0
kwamathuluzi	1	0
okuhweba	0	0
emakethe	0	1
yezimali.	1	1

Umdayisi	0	0
ozizwa	0	0
ehlukumezekile	1	0
kufanele	0	0
azise	0	1
ngokushesha	1	1
zonke	0	0
ezinye	0	0
izikhungo.	1	0

Lapho	0	0
kubhaliswe	1	0
khona	0	0
lama	0	1
thuluzi,	1	1
ngosuku	0	0
lwesinqumo	1	0
sokwenqaba	0	0
ukwesula	0	0
noma	0	0
ukumiswa	1	0
kwawo.	0	0

Izimenenja	1	1
zoKuhlolwa	0	0
koMsebenzi	0	0
zinomsebenzi	1	0
wokuletha	0	0
izinsizakalo.	1	0

Ukwenza	0	0
amalungiselelo,	1	0
kanye	0	1
nezakhiwo	0	0
ezingabalulekile	1	1
njengoba	0	0
kuboniswa	0	0
ngezansi,	0	0
noma	0	0
njengoba	0	0
kungavunyiwe.	0	0

Inkinga	0	0
ebhangqwayo	1	0
eyomlando	0	0
kanye	0	0
nokwenzekayo	1	0
okuqhubekayo,	0	0
kokusebenza	0	0
ngolimi	1	1
olulodwa.	0	1

Futhi	0	0
nesiko	1	1
elilodwa	0	1
njengokujwayelekile	0	0
kunoma	0	0
yisiphi	0	0
isimo	0	0
sezomthetho.	0	0

Isithebe	0	1
esethulwe	0	0
ngezansi	1	0
sikhombisa	0	0
futhi	0	0
siqhathanisa	1	0
isilinganiso	0	0
sezindleko	0	0
zethimba	0	0
lolimi,	0	0
ngokuhleleka.	1	0

Zithini	1	0
izibongo	1	0
zikaShaka?	0	1

Azive	0	0
zisho	0	0
yini	0	0
ukuthi:	0	0
uteku	1	1
lwabafazi	1	1
bakwaNomgabhi.	1	1

Ababetekula	1	0
behlezi	0	1
emlovini,	1	1
bethi	0	0
uShaka	0	0
kayikubusa	1	0
kayuba	0	0
nkosi.	0	0

Kabanga	1	0
yona	0	0
ke	0	0
nje	0	0
inkosi?	0	1

Kabusanga	1	0
nje?	0	1

Ungaze	0	0
wazikhathaza	1	0
kakhulu	0	1
ngabantu	1	0
wena	0	0
kaMaqhoboza.	1	0

Noma	0	0
kusemnyama	1	1
kunjena	0	1
nje,	0	1
siyakucela	1	0
ukuba	0	0
uqhubeke	1	0
uhole	0	0
ibandla.	0	0

Kuze	0	0
kube	0	0
yisikhathi	1	0
lapho	0	0
izikhulu	1	1
ziyositshela	0	0
ukuthi	0	0
sizokwenzenjani.	1	0

Yenzani	1	1
pho	0	1
leya	0	0
ngane?	1	0

Igijimelani	1	0
kangaka?	0	1

Okunye	0	0
okubalulekile	1	0
engifuna	0	0
ukwazi	0	0
wukuthi,	0	0
uma	0	0
umdlezane	1	1
efuna	0	0
ukuncelisa	0	0
kufanele	0	0
alubilise	0	0
kuqala	0	0
ubisi	0	0
lwakhe.	0	0

Lokhu	0	0
akwenzele	1	0
ukubulala	0	0
amagciwane	1	0
alesi	0	0
sifo	0	0
akulo,	0	0
uyothi	0	0
esuka	0	0
abelupholisa	1	0
elunika	0	0
ingane.	0	1

Sisonke	0	1
sizokwakha	0	0
umkhiqizo	1	0
wezokuvakasha	0	0
ongakwazi	0	0
ukuthengiswa	1	0
kwamanye	0	0
amazwe	0	0
ngemibukiso	0	0
yamazwe	0	0
ngamazwe.	0	0

Igqugquzela	0	0
izivakashi	1	0
ukuthi	0	0
zize	0	0
ukuzobona	1	0
ukuthi	0	0
izwe	0	1
lethu	0	1
elihle	0	1
lingabanikezani.	0	0

Ukushayela	1	0
emzileni	0	0
wokuphuthuma	1	0
ngezikhathi	0	0
zasemini	0	0
kuvunyelwe	0	0
izimo	0	1
ezithile.	0	1

Imoto	0	0
elandela	1	0
enye	0	0
ayinalo	0	1
igunya	0	1
lokuphoqa	0	0
imoto	0	0
engaphambili	1	0
ukuba	0	0
ishayele	0	0
emgqeni	1	0
ophuzi	0	0
ukuze	0	0
ikwazi	0	0
ukwedlula.	0	0

Imikhiqizo	0	0
yokudla	1	0
equkethe	0	0
imithi	0	0
yokuvimbela	1	0
ukubola	0	0
nesithako	0	0
esinikeza	0	0
umbala,	0	0
kufanele	0	1
isho	0	1
igama	0	0
lomuthi	0	0
wokuvimbela	0	0
ukubola.	0	0

Noma	0	0
isithako	1	1
esinikeza	1	0
umbala.	0	0

Futhi	0	0
esimweni	0	0
semithi	1	0
evimbela	0	0
ukubola	0	0
igama	0	0
elisebenzayo	1	0
umuthi	0	1
ovimbela	0	0
ukubola.	1	0

Kufanele	0	1
livele	1	0
kanye	0	0
nezinye	0	0
izithako	0	0
zokwengeza	1	0
zokudla,	0	0
zibekwe	0	0
ohlwini	0	0
lezithako	1	0
ngegama	0	0
lohlobo	0	0
lwesithako.	0	0

Manje	0	0
tshela	0	0
izingane	0	0
zigxume	1	0
kayishumi,	1	0
bese	0	0
zigxuma	0	0
kahlanu	0	0
ngomlenze	0	1
owodwa,	0	1
ziphinde	0	0
zigxume	0	0
kahlanu	1	0
ngomunye	0	0
umlenze.	0	0

Uqinisile	1	0
Dudu	0	1
wami	0	1
uma	0	0
uthi	0	0
ufuna	1	0
ukuba	0	0
ngowokuqala.	1	0

Nesilungu	0	0
siyasho	1	0
ukuthi	0	0
inyoni	0	1
evuka	0	0
kuqala	1	0
idla	0	0
icimbi	1	0
elimthende.	0	0

Asho	0	0
maqede	1	0
amoyizele	0	0
yedwa	0	0
uMveli	0	0
ngoba	0	0
isenzo	0	0
somkakhe	1	1
sokunakekela	0	0
impilo	1	0
yakhe	0	0
sasimhlaba	0	0
umxhwele.	0	0

Hayi	0	0
ke	0	0
bengithi	0	0
ngifuna	1	0
yena	0	0
umtshele	1	0
ukuthi	0	0
ipasi	0	1
lakhe	0	1
ngilitholile	0	0
emotweni.	1	0

Uma	0	0
isikhulu	0	1
esiphethe	1	1
sandisa	0	0
umholo	0	0
wesikhundla	1	0
njengoba	0	0
kumiselwe	0	0
esiqondisweni	1	0
esithile.	0	0

Kwakunele	0	0
kufike	0	0
ukuhlwa	0	0
azivalele	1	0
ekameleni	0	1
lakhe	0	1
ngenxa	0	0
yokucasulwa	1	0
yimikhuba	0	0
eyayenziwa	1	0
kuleli	0	0
flethi.	0	0

Uma	0	0
imvume	0	0
ingakakhishwa,	1	0
buza	0	0
uhulumeni	0	1
ezwe	0	0
umbono	1	0
