TOKEN	L1_PRIM	L1_SEC	L2_PRIM	L2_SEC
onderwys	0	0	0	0
en	0	0	0	0
akademiese	0	1	0	0
standaarde	0	0	0	0
is	0	0	0	0
meestal	0	0	0	0
nie	1	0	0	0
goeie	0	0	0	0
spanmaats	0	0	0	0
nie.	0	0	0	0

Globalisering	0	0	0	0
behoort	0	0	0	0
nie	0	0	0	0
die	0	0	0	0
unifikasie	0	0	0	0
van	0	0	0	0
'n	0	0	0	0
mark	1	0	1	0
te	0	0	0	0
beteken	0	0	0	0
nie.	0	0	0	0

Duisende	1	0	0	0
mense	0	0	0	0
sterf	0	0	0	0
jaarliks	0	1	0	0
gedurende	0	0	0	0
'n	0	0	0	0
asma	0	0	1	0
aanval.	0	0	0	0

Ek	0	0	1	0
gaan	0	0	0	0
nie	0	0	0	0
hierdie	1	0	0	0
hondjie	0	0	0	0
verkoop	0	0	0	0
nie,	0	0	0	0
ek	0	0	0	0
hou	0	0	0	0
hom	0	0	0	0
eenkant.	0	0	0	0

Vyf	1	0	0	0
gesprekke	0	0	0	0
wat	0	0	0	0
aangevoer	0	0	1	0
word	0	0	0	0
verdien	0	0	0	0
luide	0	0	0	0
applous.	0	0	0	0

En	0	0	0	0
so	1	0	1	0
word	0	0	0	0
berou	0	0	0	0
en	0	0	0	0
teleurstelling	0	0	0	1
die	0	0	0	0
meeste	0	1	0	1
se	0	0	0	0
grootste	0	0	0	0
tydverdryf.	0	0	0	0

Hy	0	0	0	0
word	0	0	0	0
ook	0	0	0	0
nie	0	0	0	0
kwaad	1	0	1	0
vir	0	0	0	0
hom	0	0	0	0
nie.	0	0	0	0

As	0	0	1	0
jy	0	0	0	0
aan	0	0	0	0
hoogtevrees	1	0	0	0
ly	0	0	0	0
het	0	0	0	1
jy	0	0	0	0
'n	0	0	0	0
probleem.	0	0	0	0

Skielik,	1	0	0	1
sonder	0	0	1	0
dat	0	0	0	0
ek	0	0	0	0
wil,	0	1	0	0
begin	0	0	0	0
my	0	0	0	0
skouers	0	0	0	0
ruk.	0	0	0	0

Die	0	0	0	0
infrastruktuur	0	1	0	0
en	0	0	0	0
tegnologie	0	0	0	0
hiervoor	0	0	0	0
is	0	0	0	0
egter	0	0	1	0
nie	1	0	0	0
so	0	0	0	0
eenvoudig	0	0	0	0
nie.	0	0	0	0

Kom	0	0	0	0
kyk	1	0	1	0
na	0	0	0	0
herlewingsoord	0	0	0	0
se	0	0	0	0
nuwe	0	0	0	0
web	0	0	0	0
tuiste.	0	0	0	0

Die	0	0	0	0
wenner	0	0	0	0
van	0	0	0	0
elke	0	1	1	0
voorgee	0	0	0	0
afdeling	0	0	0	0
ontvang	0	0	0	0
'n	0	0	0	0
prys	1	0	0	1
en	0	0	0	0
miniatuurtrofee.	0	0	0	0

Die	0	0	0	0
assesseringstandaarde	1	0	1	0
dra	0	0	0	0
ook	0	0	0	0
tot	0	0	0	0
die	0	0	0	0
kwalifikasie	0	0	0	0
by.	0	0	0	0

Besprekings	1	0	0	0
vir	0	0	0	0
die	0	0	0	0
Woordfees	0	0	1	0
het	0	0	0	0
reeds	0	0	0	0
geopen.	0	0	0	0

Dis	0	0	0	0
seker	0	0	0	0
hoekom	0	0	0	0
ek	0	0	0	0
gisteraand	1	0	0	0
so	0	0	1	0
eensaam	0	0	0	0
gevoel	0	0	0	0
het.	0	0	0	0

Net	0	0	0	0
so	0	0	0	0
aan	0	0	0	0
die	0	0	0	0
bokant	1	0	1	0
het	0	0	0	0
ons	0	0	0	0
hom	0	0	0	0
hoor	0	0	0	0
kraak.	0	0	0	0

Sorg	0	0	0	0
dat	0	0	0	0
jy	0	0	0	0
die	0	0	0	0
tydsverloop	1	0	1	0
van	0	0	0	0
jou	0	0	0	0
beleggings	0	0	0	0
begryp.	0	0	0	0

Jy	0	0	0	0
ontdek	0	0	0	0
jou	0	0	0	0
eie	1	0	1	0
hart	0	0	0	0
en	0	0	0	0
dink	0	0	0	0
nuut	0	1	0	0
oor	0	0	0	0
ou	0	0	0	0
kwessies.	0	0	0	0

Baie	1	0	1	0
dankie	0	0	0	0
vir	0	0	0	0
u	0	0	0	0
oorweging	0	0	0	0
van	0	0	0	0
hierdie	0	0	0	0
belangrike	0	0	0	0
saak.	0	0	0	0

Dit	0	0	0	0
sal	0	0	0	0
'n	0	0	0	0
waarlik	1	0	1	0
beraadslagende	0	0	0	0
liggaam	0	0	0	0
van	0	0	0	0
alle	0	0	0	0
onderwysbelanghebbendes	0	0	0	0
wees.	0	0	0	0

Hoogs	0	0	0	0
nodige	0	0	0	0
kundigheid	1	0	1	0
verseker	0	0	0	0
'n	0	0	0	0
toekoms	0	0	0	0
vir	0	0	0	0
die	0	0	0	0
volksjeug.	0	0	0	0

Die	0	0	0	0
geluid	0	0	0	0
van	0	0	0	0
die	0	0	0	0
branders	0	0	0	0
klink	0	0	0	0
ver	1	0	1	0
weg.	0	0	0	0

So	0	0	0	0
jy	0	0	0	0
staan	0	0	0	0
die	0	0	0	0
hele	1	0	1	0
dag	0	0	0	0
in	0	0	0	0
'n	0	0	0	0
ry?	0	0	0	0

Maar	0	0	0	0
soos	0	0	0	0
die	0	0	0	0
spreekwoord	0	0	0	0
lui,	0	0	0	0
agteros	1	0	1	0
kom	0	0	0	0
ook	0	0	0	0
in	0	0	0	0
die	0	0	0	0
kraal.	0	0	0	0

Jy	0	0	0	0
kan	1	0	0	0
aan	0	0	0	0
Bob	0	0	0	0
Dylan	0	0	0	0
dink,	0	0	0	0
maar	0	0	0	0
Dylan	0	0	1	0
is	0	0	0	0
skreeulelik.	0	1	0	0

Moenie	0	0	1	0
doelbewus	0	0	0	0
abnormaal	0	0	0	0
optree	0	0	0	0
nie,	0	0	0	0
maar	0	0	0	0
verwag	0	0	0	0
nogtans	1	0	0	0
negatiewe	0	0	0	0
opmerkings.	0	0	0	0

Dit	0	0	0	0
val	0	0	0	0
nietemin	0	0	0	0
nie	1	0	0	0
minder	0	0	1	0
kru	0	0	0	0
op	0	0	0	0
my	0	0	0	0
oor	0	0	0	0
nie.	0	0	0	0

Die	0	0	0	0
kunstenaar	1	0	1	0
en	0	0	0	0
kunswerk	0	0	0	0
word	0	0	0	0
onskeibaar,	0	0	0	0

So	0	0	1	0
neem	0	0	0	0
ons	0	0	0	0
belangrike	0	0	0	0
en	0	0	0	0
soms	0	0	0	0
minder	1	0	0	0
belangrike	0	0	0	0
besluite.	0	0	0	0

Ons	0	0	0	0
wil	0	0	0	0
nie	0	0	0	0
as	0	0	0	0
buitestaanders	0	0	0	0
gesien	1	0	1	0
word	0	0	0	0
nie.	0	0	0	0

Waar	1	0	0	0
kom	0	0	0	0
die	0	0	0	0
padda	0	0	1	0
in	0	0	0	0
die	0	0	0	0
keel	0	0	0	0
vandaan?	0	0	0	0

Dit	0	0	0	0
is	0	0	0	0
egter	0	0	0	0
baie	1	0	1	0
maklik	0	0	0	0
om	0	0	0	0
die	0	0	0	0
dwaling	0	0	0	0
te	0	0	0	0
weerlê.	0	0	0	0

Dikwels	0	0	0	0
is	0	0	0	0
die	0	0	0	0
feite	0	0	0	0
tydens	0	0	0	0
natuurrampe	0	0	0	0
verontrustend,	1	0	0	0
soms	0	0	1	0
is	0	0	0	0
hulle	0	0	0	0
afstootlik.	0	1	0	0

Hy	0	0	0	0
kan	0	0	0	0
vryheid	0	0	0	0
gee	0	0	0	0
aan	0	0	0	0
elke	1	0	1	0
impuls	0	0	0	0
aanvaarbaar	0	0	0	0
of	0	0	0	0
verbode.	0	0	0	0

Om	0	0	0	0
dit	1	0	0	0
te	0	0	0	0
bly	0	0	0	0
volg	0	0	0	0
vra	0	0	0	0
uithou	0	0	1	0
en	0	0	0	0
aanhou.	0	0	0	0

Draai	0	0	1	0
die	0	0	0	0
kraantjie	0	0	0	0
by	0	0	0	0
die	0	0	0	0
dieseltenk	1	0	0	0
oop.	0	0	0	0

Jy	0	0	0	0
moet	0	0	0	0
noukeurig	1	0	1	0
aandag	0	0	0	0
aan	0	0	0	0
dit	0	0	0	0
alles	0	0	0	0
skenk.	0	0	0	0

Die	0	0	0	0
groot	1	0	1	0
dag	0	0	0	0
breek	0	0	0	0
uiteindelik	0	1	0	0
aan.	0	0	0	0

Dit	0	0	0	0
maak	0	0	0	0
die	0	0	0	0
intrede	1	0	1	0
in	0	0	0	0
die	0	0	0	0
boerebedryf	0	0	0	0
baie	0	0	0	0
moeilik.	0	0	0	0

My	0	0	0	0
oorlede	0	0	0	0
pa	0	0	0	0
onthou	0	0	0	0
ek	0	0	0	0
as	0	0	0	0
'n	0	0	0	0
natuurliefhebber.	1	0	1	0

Op	0	0	1	0
sy	0	0	0	0
beste	0	0	0	0
sing	0	0	0	0
hy	0	0	0	0
suiwer	1	0	0	1
oor	0	0	0	0
die	0	0	0	0
liefde.	0	0	0	0

Hoe	0	0	0	0
kwaai	1	0	1	0
jy	0	0	0	0
hulle	0	0	0	0
wil	0	0	0	0
beheer	0	1	0	0
is	0	0	0	0
jou	0	0	0	0
keuse.	0	0	0	0

Dit	0	0	0	0
het	0	0	0	0
gou	1	0	1	0
op	0	0	0	0
openlike	0	0	0	1
oorlogvoering	0	0	0	0
uitgeloop.	0	0	0	0

Uitslaap	0	0	1	0
in	0	0	0	0
die	0	0	0	0
veld	0	0	0	0
en	0	0	0	0
eie	1	0	0	1
kamp	0	0	0	0
met	0	0	0	0
eie	0	0	0	1
geriewe	0	0	0	0
opstel.	0	0	0	0

Gesinsgerigte	0	0	0	1
eredienste:	0	0	0	0
Die	0	0	0	0
totale	0	0	1	0
gesin	0	0	0	0
moet	0	0	0	0
betrek	1	0	0	1
word	0	0	0	0
by	0	0	0	0
die	0	0	0	0
eredienste.	0	0	0	0

Ek	0	0	0	0
sien	0	0	0	0
elke	1	0	0	1
week	0	0	0	0
daarna	0	0	0	0
uit	0	0	1	0
om	0	0	0	0
die	0	0	0	0
lesse	0	0	0	0
te	0	0	0	0
doen.	0	0	0	0

Sy	1	0	1	0
en	0	0	0	0
die	0	0	0	0
twee	0	0	0	0
Zimbabwiese	0	0	0	1
digters	0	0	0	0
was	0	0	0	0
albei.	0	0	0	0

Bo	0	0	1	0
aangekom	0	0	0	0
lê	0	0	0	0
'n	0	0	0	0
hele	1	0	0	0
paar	0	0	0	0
plase	0	0	0	0
voor	0	1	0	0
jou	0	0	0	0
uitgestrek.	0	0	0	0

Liewe	0	0	1	0
ouers	0	0	0	1
ween	0	1	0	0
nie	0	0	0	0
meer	0	0	0	0
nie,	0	0	0	0
u	0	0	0	0
plek	1	0	0	1
is	0	0	0	0
reeds	0	0	0	0
voorberei.	0	0	0	0

Gebruik	0	0	0	0
verskeie	1	0	1	0
logiese	0	0	0	0
prosesse	0	0	0	0
om	0	0	0	0
te	0	0	0	0
formuleer,	0	0	0	0
toets	0	0	0	1
en	0	0	0	0
regverdig	0	0	0	0
kongruensie	0	0	0	0

Daar	0	0	1	0
is	0	0	0	0
een	1	0	0	1
toestemming	0	0	0	0
uitgereik	0	0	0	0
en	0	0	0	0
dit	0	0	0	0
is	0	0	0	0
aan	0	0	0	0
die	0	0	0	0
zoo.	0	0	0	0

Hy's	0	0	1	0
die	0	0	0	0
mees	0	0	0	0
komplekse	0	0	0	1
drummer	1	0	0	0
wat	0	0	0	0
'n	0	0	0	0
band	0	0	0	0
kan	0	0	0	0
hê.	0	0	0	0

Prooivoorkeur	1	0	0	1
hang	0	0	0	0
af	0	0	1	0
van	0	0	0	0
die	0	0	0	0
grootte	0	0	0	1
van	0	0	0	0
die	0	0	0	0
slang.	0	0	0	0

Daarmee	1	0	1	0
benadruk	0	0	0	0
Christus	0	1	0	0
die	0	0	0	0
erns	0	0	0	1
van	0	0	0	0
die	0	0	0	0
saak.	0	0	0	0

Dit	0	0	0	0
dui	0	0	1	0
op	0	0	0	0
Sy	0	0	0	0
verhewe	0	0	0	0
onveranderlike	1	0	0	1
selfgenoegsaamheid.	0	0	0	0

Europa	0	0	0	1
is	0	0	0	0
glo	0	0	0	0
ver	1	0	1	0
vooruit	0	0	0	0
wat	0	0	0	0
hierdie	0	0	0	0
navorsing	0	0	0	0
betref.	0	0	0	0

Eis	0	0	1	0
ons	0	0	0	0
onsself	0	0	0	0
'n	0	0	0	0
selfopgelegde	1	0	0	0
voogdyskap	0	1	0	0
toe.	0	0	0	0

Vals	0	0	1	0
geloof	0	0	0	0
kan	0	0	0	0
selfs	1	0	0	1
'n	0	0	0	0
sekere	0	0	0	0
oortuiging	0	0	0	0
hê.	0	0	0	0

Agnew	0	0	1	0
na	0	0	0	0
Ceylon	0	0	0	1
om	0	0	0	0
die	0	0	0	0
nuwe	1	0	0	0
Britse	0	0	0	0
aansprake	0	0	0	0
te	0	0	0	0
laat	0	0	0	0
geld.	0	0	0	0

Hopelik	0	0	0	1
gaan	0	0	0	0
ek	0	0	0	0
nou	0	0	0	0
uitvind	1	0	1	0
wat	0	0	0	0
hier	0	0	0	0
aangaan.	0	0	0	0

Babas	0	0	1	0
onthou	0	0	0	0
beslis	1	0	0	1
musiek	0	0	0	1
wat	0	0	0	0
hulle	0	0	0	0
herhaaldelik	0	1	0	1
voorgeboortelik	0	0	0	0
hoor.	0	0	0	0

Jubel	0	0	0	0
oor	0	0	0	0
die	0	0	0	0
manier	0	0	0	0
waarop	0	0	0	0
Sy	1	0	1	0
genesing	0	0	0	0
en	0	0	0	0
liefde	0	0	0	0
steeds	0	1	0	0
voortduur.	0	0	0	0

Hierdie	0	0	1	0
kostes	0	0	0	0
sal	0	0	0	0
noodgedwonge	1	0	0	1
van	0	0	0	0
die	0	0	0	0
jagter	0	0	0	0
verhaal	0	0	0	0
moet	0	0	0	0
word.	0	0	0	0

Bereken	0	0	0	0
die	0	0	0	0
minimum	0	0	0	0
bedrag	0	0	0	0
wat	0	0	0	0
jy	0	0	0	0
maandeliks	1	0	1	0
moet	0	0	0	0
betaal.	0	0	0	0

Alles	0	0	1	0
wat	0	0	0	0
ons	0	0	0	0
so	1	0	0	1
uniek	0	0	0	1
Suid	0	0	0	0
Afrikaans	0	0	0	0
maak.	0	0	0	0

Sy	0	0	0	0
onveranderlikheid	0	0	0	1
staan	0	0	0	0
teenoor	0	0	0	0
die	0	0	0	0
leuen	1	0	1	0
en	0	0	0	0
onbetroubaarheid.	0	0	0	0

Maar	0	0	0	1
tussen	1	0	0	0
die	0	0	0	0
mense	0	0	0	0
kon	0	0	0	0
hy	0	0	0	0
egter	0	0	1	0
niks	0	0	0	0
sien	0	0	0	0
nie.	0	0	0	0

Regs,	0	0	1	0
net	0	0	0	0
dat	0	0	0	0
Roy	0	0	0	0
nie	0	0	0	0
kan	0	0	0	0
sê	0	0	0	0
ons	0	0	0	0
vergeet	1	0	0	0
hom	0	0	0	0
nie.	0	0	0	0

Elke	0	0	1	0
partikulêre	0	0	0	1
sinode	0	0	0	0
vaardig	0	0	0	1
twee	1	0	0	0
predikante	0	0	0	0
en	0	0	0	0
twee	0	0	0	0
ouderlinge	0	0	0	0
af.	0	0	0	0

Volgens	0	0	0	0
alle	0	0	0	1
waarskynlikheid	0	0	0	0
is	0	0	0	0
die	0	0	0	0
moord	1	0	1	0
dwelmverwant.	0	0	0	0

Geen	1	0	1	0
gemeenskap	0	0	0	1
kan	0	0	0	0
in	0	0	0	0
isolasie	0	0	0	0
oorleef	0	0	0	0
nie.	0	0	0	0

Die	0	0	0	0
magsaksent	0	0	1	0
gaan	0	0	0	0
na	0	0	0	0
alle	1	0	0	0
waarskynlikheid	0	0	0	1
ooswaarts	0	0	0	0
skuif.	0	0	0	0

Hoe	0	0	1	0
Afrikaans	1	0	0	1
is	0	0	0	0
die	0	0	0	0
tradisioneel	0	0	0	0
Afrikaanse	0	0	0	0
universiteite	0	0	0	0
in	0	0	0	0
Suid	0	0	0	0
Afrika	0	0	0	0
deesdae?	0	0	0	0

Draai	0	0	1	0
die	0	0	0	0
boutjie	0	0	0	1
wat	0	0	0	0
bo	1	0	0	1
op	0	0	0	0
die	0	0	0	0
filter	0	0	0	0
is	0	0	0	0
los.	0	0	0	0

Die	0	0	0	0
telefoon	0	0	1	0
lui	1	0	0	1
en	0	0	0	0
ek	0	0	0	0
hardloop	0	0	0	0
gou	0	1	0	1
om	0	0	0	0
dit	0	0	0	0
te	0	0	0	0
beantwoord.	0	0	0	0

Die	0	0	0	0
negatiefste	0	0	0	0
moontlike	1	0	1	0
reaksie	0	0	0	0
is	0	0	0	0
geweldpleging.	0	0	0	0

Hy	0	0	1	0
is	0	0	0	0
net	0	0	0	1
so	0	0	0	0
hardnekkig	0	0	0	0
in	0	0	0	0
sy	0	0	0	0
sondes	1	0	0	1
soos	0	0	0	0
sy	0	0	0	0
ouers.	0	0	0	0

Die	0	0	0	0
naaste	1	0	1	0
petrol	0	0	0	0
is	0	0	0	0
op	0	0	0	0
Ashton	0	0	0	1
of	0	0	0	0
Swellendam.	0	0	0	0

By	0	0	0	1
die	0	0	0	0
doop	0	0	0	1
bied	0	0	0	0
God	0	0	0	0
hierdie	0	0	0	0
erfporsie	1	0	1	0
aan	0	0	0	0
julle	0	0	0	0
kindjie	0	0	0	0
aan.	0	0	0	0

Johannes	0	0	0	1
die	0	0	0	0
Doper	0	0	1	0
het	0	0	0	0
die	0	0	0	0
koms	0	0	0	1
van	0	0	0	0
die	0	0	0	0
hemelse	1	0	0	1
ryk	0	0	0	0
aangekondig.	0	0	0	0

Selfs	0	0	1	0
in	0	0	0	0
werk	0	0	0	1
en	0	0	0	0
skoolopset	1	0	0	1
is	0	0	0	0
dit	0	0	0	0
deesdae	0	0	0	0
net	0	0	0	0
so	0	0	0	0
erg.	0	0	0	0

Dit	0	0	0	0
is	0	0	0	0
dus	0	0	0	0
belangrik	1	0	1	0
dat	0	0	0	0
die	0	0	0	0
immuunsisteem	0	1	0	0
nog	0	0	0	0
steeds	0	1	0	0
funksioneer.	0	0	0	0

Hy	0	0	0	0
roep	0	0	1	0
toe	0	0	0	0
eers	1	0	0	1
sy	0	0	0	0
raadgewers	0	0	0	1
die	0	0	0	0
ouer	0	0	0	0
mense.	0	0	0	0

Sou	0	0	0	0
jy	0	0	0	0
bereid	1	0	1	0
wees	0	0	0	0
om	0	0	0	0
dit	0	0	0	0
te	0	0	0	0
doen.	0	0	0	0

So	0	0	0	0
asof	0	0	0	1
hy	0	0	0	0
'n	0	0	0	0
vreemdeling	0	0	0	0
is	0	0	0	0
dwaal	1	0	1	0
hy	0	0	0	0
eenkant	0	0	0	0
rond.	0	0	0	0

Uitsonderings	1	0	1	0
mag	0	0	0	0
egter	0	0	0	1
deur	0	0	0	0
provinsiale	0	1	0	0
onderwysowerhede	0	0	0	0
gemaak	0	0	0	0
word.	0	0	0	0

Jy	0	0	0	0
is	0	0	0	0
immer	1	0	1	0
bewus	0	0	0	0
van	0	0	0	0
haar	0	0	0	0
besondere	0	1	0	0
integriteit.	0	0	0	0

Ek	0	0	1	0
het	0	0	0	0
die	0	0	0	0
tekening	1	0	0	1
eers	0	0	0	0
'n	0	0	0	0
dag	0	0	0	1
of	0	0	0	0
wat	0	0	0	0
later	0	0	0	0
ontdek.	0	0	0	0

Die	0	0	0	0
prys	1	0	1	0
word	0	0	0	0
geborg	0	0	0	1
deur	0	0	0	0
Butterworth	0	0	0	1
Beperk.	0	0	0	0

Die	0	0	1	0
kom	0	0	0	0
handig	0	0	0	0
te	0	0	0	0
pas	0	0	0	1
om	0	0	0	0
rigting	1	0	0	0
aan	0	0	0	0
te	0	0	0	0
dui.	0	0	0	0

Hy	0	0	1	0
het	0	0	0	0
die	0	0	0	0
kultuur	0	0	0	1
van	0	0	0	0
Suid	0	0	0	1
Afrika	0	0	0	1
aan	0	0	0	0
die	0	0	0	0
Nederlander	1	0	0	0
geopenbaar.	0	0	0	0

Maar	0	0	1	0
dit	0	0	0	0
is	0	0	0	0
nie	0	0	0	1
'n	0	0	0	0
maklik	0	0	0	0
taak	1	0	0	0
nie.	0	0	0	0

Ons	0	0	0	0
sal	0	0	0	0
u	0	0	0	0
bestelling	0	0	0	0
naspoor	1	0	1	0
en	0	0	0	0
die	0	0	0	0
inligting	0	0	0	1
aan	0	0	0	0
u	0	0	0	0
pos.	0	0	0	0

Verstaan	0	0	0	1
hoe	0	0	0	0
die	0	0	0	0
kunste	1	0	1	0
kultuur	0	0	0	0
op	0	0	0	0
unieke	0	0	0	0
maniere	0	0	0	0
uitdruk,	0	0	0	1
uitbrei	0	0	0	0
en	0	0	0	0
bevraagteken.	0	0	0	0

Dalk	0	0	1	0
het	0	0	0	0
jy	0	0	0	0
'n	0	0	0	0
probleem	0	0	0	1
met	0	0	0	0
jou	0	0	0	0
ouers	1	0	0	1
vanaand.	0	0	0	0

Hierdie	0	0	0	0
soort	0	0	0	0
aksies	0	0	1	0
het	0	0	0	0
die	0	0	0	0
Europese	1	0	0	1
gemeenskap	0	0	0	0
in	0	0	0	0
groot	0	1	0	1
ellende	0	0	0	0
gedompel.	0	0	0	0

Laai	0	0	0	1
al	1	0	1	0
vier	0	0	0	0
of	0	0	0	0
vyf	0	0	0	0
een	0	0	0	0
na	0	0	0	0
die	0	0	0	0
ander	0	0	0	1
in	0	0	0	0
geheue.	0	0	0	0

Die	0	0	0	0
hokkiespan	0	0	0	1
speel	0	0	0	1
om	0	0	0	0
teen	0	0	0	0
'n	0	0	0	0
skool	1	0	1	0
van	0	0	0	0
New	0	0	0	0
Castle.	0	0	0	0

Sy	0	0	0	1
gee	0	0	0	0
raad,	0	0	0	0
inspireer,	0	0	0	0
moedig	1	0	1	0
my	0	0	0	0
aan	0	0	0	0
en	0	0	0	0
luister	0	0	0	0
gedweë.	0	0	0	0

Hy	0	0	0	1
het	0	0	0	0
die	0	0	0	0
Nazis	0	0	0	0
geken,	0	0	1	0
maar	0	0	0	0
hulle	0	0	0	0
nooit	1	0	0	1
uitgevra	0	0	0	0
nie.	0	0	0	0

Baie	0	0	1	0
vervang	0	0	0	0
minderwaardige	1	0	0	0
items	0	0	0	1
en	0	0	0	0
gee	0	0	0	0
koepons	0	0	0	1
as	0	0	0	0
'n	0	0	0	0
bonus.	0	0	0	0

Sodoende	0	0	1	0
word	0	0	0	0
die	0	0	0	0
tydperk	0	0	0	0
van	0	0	0	0
terapie	0	0	0	0
betekenisvol	1	0	0	0
verkort.	0	0	0	0

Die	0	0	0	0
woord	0	0	0	0
altaar	1	0	1	0
dui	0	0	0	0
op	0	0	0	0
slag,	0	0	0	1
doodmaak,	0	0	0	1
opoffer.	0	0	0	1

Die	0	0	0	0
gesindheid	0	0	0	1
waarmee	0	0	0	0
ons	0	0	0	0
teenoor	0	0	0	0
ander	1	0	1	0
optree	0	0	0	0
is	0	0	0	0
ewe	0	0	0	1
belangrik.	0	0	0	0

Besin	0	0	1	0
oor	0	0	0	0
die	0	0	0	0
effek	0	0	0	1
wat	0	0	0	0
hierdie	1	0	0	0
gevolgtrekkings	0	0	0	1
op	0	0	0	0
die	0	0	0	0
debatproposisie	0	0	0	1
het.	0	0	0	0

Het	0	0	0	0
hy	0	0	0	1
besluit	0	0	0	0
dat	0	0	0	0
die	0	0	0	0
kwessie	0	0	1	0
vir	0	0	0	0
homself	0	0	0	0
hiermee	0	0	0	0
afgehandel	1	0	0	0
is?	0	0	0	0

Jy	0	0	0	0
begin	0	0	1	0
as	0	0	0	0
'n	0	0	0	0
groentjie	0	0	0	1
met	0	0	0	0
'n	0	0	0	0
beskeie	1	0	0	0
stel	0	0	0	0
wiele	0	0	0	0

Binne	0	0	1	0
het	0	0	0	0
ons	0	0	0	0
in	0	0	0	0
die	0	0	0	0
sitkamer	1	0	0	1
gesit.	0	0	0	0

Die	0	0	0	0
werk	1	0	1	0
word	0	0	0	0
in	0	0	0	0
'n	0	0	0	0
lêer	0	1	0	1
of	0	0	0	0
houer	0	0	0	1
geplaas.	0	0	0	0

Jy	0	0	0	1
het	0	0	0	0
sagte	0	0	1	0
kreungeluidjies	1	0	0	1
gemaak.	0	0	0	0

God	1	0	0	1
se	0	0	0	0
reg	0	0	0	0
het	0	0	0	0
al	0	0	1	0
die	0	0	0	0
eeue	0	1	0	1
deur	0	0	0	0
dieselfde	0	0	0	0
gebly.	0	0	0	0

Maak	0	0	1	0
asseblief	0	0	0	0
seker	0	0	0	1
dat	0	0	0	0
jy	0	0	0	0
duidelike	1	0	0	1
Kopiereg	0	0	0	1
op	0	0	0	0
jou	0	0	0	0
werk	0	0	0	0
aandui.	0	0	0	0

Ouers	0	1	1	0
het	0	0	0	0
hul	0	0	0	0
kindertjies	1	0	0	1
na	0	0	0	0
Jesus	0	1	0	1
gebring.	0	0	0	0

Die	0	0	0	0
liedjies	0	0	0	1
sal	0	0	0	0
selfs	1	0	1	0
meer	0	0	0	0
bekend	0	0	0	0
wees	0	0	0	0
na	0	0	0	1
die	0	0	0	0
show.	0	0	0	0

Op	0	0	0	0
hierdie	0	0	0	1
ouderdom	0	0	0	1
raak	0	0	0	0
die	0	0	0	0
jong	1	0	0	0
leser	0	0	0	0
verslaaf	0	0	1	0
aan	0	0	0	0
karakters.	0	0	0	0

Dit	0	0	0	0
is	0	0	0	0
gewoonlik	1	0	1	0
rente	0	0	0	1
op	0	0	0	0
kredietkaarte.	0	0	0	0

Die	0	0	0	0
uur	0	0	0	1
wat	0	0	0	0
die	0	0	0	0
klok	0	0	0	0
wou	0	0	0	0
aankondig	1	0	1	0
het	0	0	0	0
nie	0	0	0	0
bestaan	0	0	0	0
nie.	0	0	0	0

Kursusmateriaal	0	0	1	0
in	0	0	0	0
gedrukte	1	0	0	0
vorm	0	0	0	0
is	0	0	0	0
per	0	0	0	0
kursus	0	0	0	1
en	0	0	0	0
op	0	0	0	0
per	0	0	0	0
kursus.	0	0	0	1

Wees	0	0	0	0
realisties	0	0	1	0
met	0	0	0	0
jou	0	0	0	0
ideale	1	0	0	1
gewigsbepaling.	0	0	0	1

Bedags	0	0	1	0
hou	0	0	0	0
die	0	0	0	0
oumense	1	0	0	1
my	0	0	0	0
geselskap.	0	0	0	0

Hou	0	0	1	0
so	0	0	0	0
aan	0	0	0	1
todat	0	0	0	0
al	0	0	0	1
die	0	0	0	0
bestanddele	0	0	0	1
in	0	0	0	0
die	0	0	0	0
kastrol	1	0	0	0
is.	0	0	0	0

Wanneer	0	0	1	0
jy	0	0	0	0
jou	0	0	0	0
ideale	1	0	0	1
gewig	0	0	0	0
bereik	0	0	0	0
is	0	0	0	0
die	0	0	0	0
wenner.	0	0	0	0

Ek	0	0	0	1
kruip	0	0	0	0
weg,	0	0	1	0
maar	0	0	0	0
volg	1	0	0	1
hom	0	0	0	0
tot	0	0	0	0
by	0	0	0	0
die	0	0	0	0
huis.	0	0	0	0

Doen	0	0	1	0
die	0	0	0	0
moeite	0	0	0	0
en	0	0	0	0
gaan	0	0	0	0
lees	1	0	0	1
jou	0	0	0	0
kamera	0	0	0	0
se	0	0	0	0
handleiding..	0	0	0	0

Onthou	0	0	0	1
dat	0	0	0	0
daar	0	0	0	0
geen	1	0	1	0
perfekte	0	0	0	0
geskrewe	0	0	0	0
werk	0	0	0	0
bestaan	0	0	0	0
nie.	0	0	0	0

Die	0	0	0	0
laaste	0	0	0	1
telefoniese	1	0	0	0
belofte	0	0	0	0
was	0	0	0	0
dat	0	0	0	0
dit	0	0	0	0
Maandag	0	0	1	0
Julie	0	1	0	1
gaan	0	0	0	0
wees.	0	0	0	0

Balle	0	0	1	0
is	0	0	0	0
ook	0	0	0	0
reeds	0	0	0	0
by	0	0	0	0
die	0	0	0	1
en	0	0	0	0
